chrom	start	end	name	gene	n_probes	span_bp	covered_bp	span_ratio
chr19	15187103	15187337	NOTCH3_exon_11	NOTCH3	2	234	240	0.97
chr19	15187876	15187996	NOTCH3_exon_10	NOTCH3	1	120	120	1.0
chr19	15188230	15188350	NOTCH3_exon_9	NOTCH3	1	120	120	1.0
chr19	15188987	15189173	NOTCH3_exon_8	NOTCH3	2	186	240	0.78
chr19	15189271	15189427	NOTCH3_exon_7	NOTCH3	2	156	240	0.65
chr19	15191422	15191656	NOTCH3_exon_6	NOTCH3	2	234	240	0.97
chr19	15191744	15191864	NOTCH3_exon_5	NOTCH3	1	120	120	1.0
chr19	15191958	15192297	NOTCH3_exon_4	NOTCH3	3	339	360	0.94
chr19	15192375	15192518	NOTCH3_exon_3	NOTCH3	2	143	240	0.6
chr19	15197489	15197609	NOTCH3_exon_2	NOTCH3	1	120	120	1.0
chr19	15200786	15200994	NOTCH3_exon_1	NOTCH3	2	208	240	0.87
chr19	23357694	23362724	ZNF91_exon_4	ZNF91	22	5030	2640	1.91
chr19	23373720	23373840	ZNF91_exon_3	ZNF91	1	120	120	1.0
chr19	23395323	23395470	ZNF91_exon_1	ZNF91	2	147	240	0.61
chr19	33299932	33302533	CEBPA_exon_1	CEBPA	22	2601	2640	0.99
chr19	49635290	49635659	RRAS_exon_6	RRAS	3	369	360	1.02
chr19	49635731	49635851	RRAS_exon_5	RRAS	1	120	120	1.0
chr19	49636611	49636731	RRAS_exon_4	RRAS	1	120	120	1.0
chr19	49636817	49636937	RRAS_exon_3	RRAS	1	120	120	1.0
chr19	49637014	49637134	RRAS_exon_2	RRAS	1	120	120	1.0
chr19	49639944	49640142	RRAS_exon_1	RRAS	2	198	240	0.82
chr19	55655032	55655152	U2AF2_exon_1	U2AF2	1	120	120	1.0
chr19	55659208	55659344	U2AF2_exon_2	U2AF2	2	136	240	0.57
chr19	55660152	55660272	U2AF2_exon_3	U2AF2	1	120	120	1.0
chr19	55660504	55660624	U2AF2_exon_4	U2AF2	1	120	120	1.0
chr19	55661036	55661188	U2AF2_exon_5	U2AF2	2	152	240	0.63
chr19	55662498	55662618	U2AF2_exon_6	U2AF2	1	120	120	1.0
chr19	55663604	55663743	U2AF2_exon_7	U2AF2	2	139	240	0.58
chr19	55668473	55668593	U2AF2_exon_8	U2AF2	1	120	120	1.0
chr19	55668669	55668789	U2AF2_exon_9	U2AF2	1	120	120	1.0
chr19	55669073	55669193	U2AF2_exon_10	U2AF2	1	120	120	1.0
chr19	55669442	55669691	U2AF2_exon_11	U2AF2	2	249	240	1.04
chr19	55673932	55674715	U2AF2_exon_12	U2AF2	6	783	720	1.09
chr20	32358329	32358831	ASXL1_exon_1	ASXL1	5	502	600	0.84
chr20	32366377	32366497	ASXL1_exon_2	ASXL1	1	120	120	1.0
chr20	32367668	32367788	ASXL1_exon_3	ASXL1	1	120	120	1.0
chr20	32369007	32369127	ASXL1_exon_4	ASXL1	1	120	120	1.0
chr20	32428126	32428246	ASXL1_exon_5	ASXL1	1	120	120	1.0
chr20	32428320	32428440	ASXL1_exon_6	ASXL1	1	120	120	1.0
chr20	32429324	32429444	ASXL1_exon_7	ASXL1	1	120	120	1.0
chr20	32429899	32430052	ASXL1_exon_8	ASXL1	2	153	240	0.64
chr20	32431319	32431483	ASXL1_exon_9	ASXL1	2	164	240	0.68
chr20	32431570	32431690	ASXL1_exon_10	ASXL1	1	120	120	1.0
chr20	32432871	32432991	ASXL1_exon_11	ASXL1	1	120	120	1.0
chr20	32433282	32433916	ASXL1_exon_12	ASXL1	6	634	720	0.88
chr20	32434430	32439318	ASXL1_exon_13	ASXL1	41	4888	4920	0.99
chr20	58891420	58891864	GNAS_exon_1	GNAS	4	444	480	0.93
chr20	58895607	58895727	GNAS_exon_2	GNAS	1	120	120	1.0
chr20	58898896	58899016	GNAS_exon_3	GNAS	1	120	120	1.0
chr20	58903509	58903629	GNAS_exon_4	GNAS	1	120	120	1.0
chr20	58903670	58903790	GNAS_exon_5	GNAS	1	120	120	1.0
chr20	58905369	58905489	GNAS_exon_6	GNAS	1	120	120	1.0
chr20	58909100	58909220	GNAS_exon_7	GNAS	1	120	120	1.0
chr20	58909311	58909431	GNAS_exon_8	GNAS	1	120	120	1.0
chr20	58909514	58909634	GNAS_exon_9	GNAS	1	120	120	1.0
chr20	58909682	58909802	GNAS_exon_10	GNAS	1	120	120	1.0
chr20	58909954	58910074	GNAS_exon_11	GNAS	1	120	120	1.0
chr20	58910309	58910429	GNAS_exon_12	GNAS	1	120	120	1.0
chr20	58910681	58911080	GNAS_exon_13	GNAS	4	399	480	0.83
chr21	34787799	34792609	RUNX1_exon_9	RUNX1	40	4810	4800	1.0
chr21	34799299	34799461	RUNX1_exon_8	RUNX1	2	162	240	0.68
chr21	34834408	34834600	RUNX1_exon_7	RUNX1	2	192	240	0.8
chr21	34859464	34859584	RUNX1_exon_6	RUNX1	1	120	120	1.0
chr21	34880555	34880712	RUNX1_exon_5	RUNX1	2	157	240	0.65
chr21	34886841	34887095	RUNX1_exon_4	RUNX1	3	254	360	0.71
chr21	34892906	34893026	RUNX1_exon_3	RUNX1	1	120	120	1.0
chr21	35048838	35048958	RUNX1_exon_2	RUNX1	1	120	120	1.0
chr21	35049166	35049301	RUNX1_exon_1	RUNX1	2	135	240	0.56
chr21	38380034	38383922	ERG_exon_10	ERG	33	3888	3960	0.98
chr21	38390980	38391100	ERG_exon_9	ERG	1	120	120	1.0
chr21	38391607	38391727	ERG_exon_8	ERG	1	120	120	1.0
chr21	38392360	38392480	ERG_exon_7	ERG	1	120	120	1.0
chr21	38400529	38400649	ERG_exon_6	ERG	1	120	120	1.0
chr21	38402519	38402639	ERG_exon_5	ERG	1	120	120	1.0
chr21	38403504	38403708	ERG_exon_4	ERG	2	204	240	0.85
chr21	38423408	38423560	ERG_exon_3	ERG	2	152	240	0.63
chr21	38445402	38445620	ERG_exon_2	ERG	2	218	240	0.91
chr21	38498358	38498478	ERG_exon_1	ERG	1	120	120	1.0
chr21	43092954	43093248	U2AF1_exon_8	U2AF1	3	294	360	0.82
chr21	43094445	43094565	U2AF1_exon_7	U2AF1	1	120	120	1.0
chr21	43094653	43094787	U2AF1_exon_6	U2AF1	2	134	240	0.56
chr21	43095434	43095554	U2AF1_exon_5	U2AF1	1	120	120	1.0
chr21	43095648	43095768	U2AF1_exon_4	U2AF1	1	120	120	1.0
chr21	43100408	43100528	U2AF1_exon_3	U2AF1	1	120	120	1.0
chr21	43104302	43104422	U2AF1_exon_2	U2AF1	1	120	120	1.0
chr21	43107449	43107569	U2AF1_exon_1	U2AF1	1	120	120	1.0
chr22	27748275	27751095	MN1_exon_2	MN1	24	2820	2880	0.98
chr22	27796761	27801755	MN1_exon_1	MN1	42	4994	5040	0.99
chr22	30331986	30334694	SF3A1_exon_16	SF3A1	23	2708	2760	0.98
chr22	30335441	30335561	SF3A1_exon_15	SF3A1	1	120	120	1.0
chr22	30335641	30335761	SF3A1_exon_14	SF3A1	1	120	120	1.0
chr22	30337024	30337179	SF3A1_exon_13	SF3A1	2	155	240	0.65
chr22	30337688	30337896	SF3A1_exon_12	SF3A1	2	208	240	0.87
chr22	30338787	30339033	SF3A1_exon_11	SF3A1	2	246	240	1.02
chr22	30339129	30339249	SF3A1_exon_10	SF3A1	1	120	120	1.0
chr22	30340194	30340380	SF3A1_exon_9	SF3A1	2	186	240	0.78
chr22	30340692	30340812	SF3A1_exon_8	SF3A1	1	120	120	1.0
chr22	30341690	30341884	SF3A1_exon_7	SF3A1	2	194	240	0.81
chr22	30342198	30342349	SF3A1_exon_6	SF3A1	2	151	240	0.63
chr22	30342762	30342882	SF3A1_exon_5	SF3A1	1	120	120	1.0
chr22	30344931	30345189	SF3A1_exon_4	SF3A1	3	258	360	0.72
chr22	30346310	30346518	SF3A1_exon_3	SF3A1	2	208	240	0.87
chr22	30352950	30353070	SF3A1_exon_2	SF3A1	1	120	120	1.0
chr22	30356728	30356893	SF3A1_exon_1	SF3A1	2	165	240	0.69
chrX	15319454	15321771	PIGA_exon_6	PIGA	20	2317	2400	0.97
chrX	15324663	15324870	PIGA_exon_5	PIGA	2	207	240	0.86
chrX	15325018	15325151	PIGA_exon_4	PIGA	2	133	240	0.55
chrX	15325912	15326045	PIGA_exon_3	PIGA	2	133	240	0.55
chrX	15331214	15331991	PIGA_exon_2	PIGA	7	777	840	0.93
chrX	15335463	15335583	PIGA_exon_1	PIGA	1	120	120	1.0
chrX	15790439	15790559	ZRSR2_exon_1	ZRSR2	1	120	120	1.0
chrX	15790900	15791020	ZRSR2_exon_2	ZRSR2	1	120	120	1.0
chrX	15799865	15799985	ZRSR2_exon_3	ZRSR2	1	120	120	1.0
chrX	15803680	15803800	ZRSR2_exon_4	ZRSR2	1	120	120	1.0
chrX	15804109	15804229	ZRSR2_exon_5	ZRSR2	1	120	120	1.0
chrX	15808153	15808273	ZRSR2_exon_6	ZRSR2	1	120	120	1.0
chrX	15809197	15809317	ZRSR2_exon_7	ZRSR2	1	120	120	1.0
chrX	15815675	15815889	ZRSR2_exon_8	ZRSR2	2	214	240	0.89
chrX	15818561	15818681	ZRSR2_exon_9	ZRSR2	1	120	120	1.0
chrX	15820200	15820320	ZRSR2_exon_10	ZRSR2	1	120	120	1.0
chrX	15822729	15823259	ZRSR2_exon_11	ZRSR2	5	530	600	0.88
chrX	40051249	40052399	BCOR_exon_15	BCOR	10	1150	1200	0.96
chrX	40053884	40054041	BCOR_exon_14	BCOR	2	157	240	0.65
chrX	40054223	40054343	BCOR_exon_13	BCOR	1	120	120	1.0
chrX	40055366	40055512	BCOR_exon_12	BCOR	2	146	240	0.61
chrX	40057153	40057320	BCOR_exon_11	BCOR	2	167	240	0.7
chrX	40062137	40062392	BCOR_exon_10	BCOR	3	255	360	0.71
chrX	40062744	40063070	BCOR_exon_9	BCOR	3	326	360	0.91
chrX	40063606	40063951	BCOR_exon_8	BCOR	3	345	360	0.96
chrX	40064334	40064598	BCOR_exon_7	BCOR	3	264	360	0.73
chrX	40070971	40071158	BCOR_exon_6	BCOR	2	187	240	0.78
chrX	40071619	40071739	BCOR_exon_5	BCOR	1	120	120	1.0
chrX	40072347	40075179	BCOR_exon_4	BCOR	24	2832	2880	0.98
chrX	40076416	40076536	BCOR_exon_3	BCOR	1	120	120	1.0
chrX	40077845	40077965	BCOR_exon_2	BCOR	1	120	120	1.0
chrX	40097213	40097957	BCOR_exon_1	BCOR	7	744	840	0.89
chrX	41334160	41334296	DDX3X_exon_1	DDX3X	2	136	240	0.57
chrX	41337370	41337490	DDX3X_exon_2	DDX3X	1	120	120	1.0
chrX	41339030	41339150	DDX3X_exon_3	DDX3X	1	120	120	1.0
chrX	41341482	41341615	DDX3X_exon_4	DDX3X	2	133	240	0.55
chrX	41342493	41342652	DDX3X_exon_5	DDX3X	2	159	240	0.66
chrX	41342733	41342853	DDX3X_exon_6	DDX3X	1	120	120	1.0
chrX	41343214	41343350	DDX3X_exon_7	DDX3X	2	136	240	0.57
chrX	41343707	41343827	DDX3X_exon_8	DDX3X	1	120	120	1.0
chrX	41344027	41344147	DDX3X_exon_9	DDX3X	1	120	120	1.0
chrX	41344237	41344398	DDX3X_exon_10	DDX3X	2	161	240	0.67
chrX	41345178	41345323	DDX3X_exon_11	DDX3X	2	145	240	0.6
chrX	41345402	41345547	DDX3X_exon_12	DDX3X	2	145	240	0.6
chrX	41346227	41346409	DDX3X_exon_13	DDX3X	2	182	240	0.76
chrX	41346502	41346622	DDX3X_exon_14	DDX3X	1	120	120	1.0
chrX	41346857	41347011	DDX3X_exon_15	DDX3X	2	154	240	0.64
chrX	41347310	41347450	DDX3X_exon_16	DDX3X	2	140	240	0.58
chrX	41347638	41350273	DDX3X_exon_17	DDX3X	22	2635	2640	1.0
chrX	44873186	44873711	KDM6A_exon_1	KDM6A	5	525	600	0.88
chrX	44873882	44874002	KDM6A_exon_2	KDM6A	1	120	120	1.0
chrX	44961276	44961396	KDM6A_exon_3	KDM6A	1	120	120	1.0
chrX	44974641	44974761	KDM6A_exon_4	KDM6A	1	120	120	1.0
chrX	45010945	45011065	KDM6A_exon_5	KDM6A	1	120	120	1.0
chrX	45020608	45020728	KDM6A_exon_6	KDM6A	1	120	120	1.0
chrX	45034911	45035031	KDM6A_exon_7	KDM6A	1	120	120	1.0
chrX	45037575	45037695	KDM6A_exon_8	KDM6A	1	120	120	1.0
chrX	45051683	45051803	KDM6A_exon_9	KDM6A	1	120	120	1.0
chrX	45053830	45053950	KDM6A_exon_10	KDM6A	1	120	120	1.0
chrX	45058991	45059111	KDM6A_exon_11	KDM6A	1	120	120	1.0
chrX	45059245	45059465	KDM6A_exon_12	KDM6A	2	220	240	0.92
chrX	45060020	45060155	KDM6A_exon_13	KDM6A	2	135	240	0.56
chrX	45060607	45060763	KDM6A_exon_14	KDM6A	2	156	240	0.65
chrX	45061310	45061430	KDM6A_exon_15	KDM6A	1	120	120	1.0
chrX	45062639	45062759	KDM6A_exon_16	KDM6A	1	120	120	1.0
chrX	45063420	45063816	KDM6A_exon_17	KDM6A	4	396	480	0.82
chrX	45069577	45070356	KDM6A_exon_18	KDM6A	7	779	840	0.93
chrX	45076700	45076820	KDM6A_exon_19	KDM6A	1	120	120	1.0
chrX	45078391	45078511	KDM6A_exon_20	KDM6A	1	120	120	1.0
chrX	45079144	45079350	KDM6A_exon_21	KDM6A	2	206	240	0.86
chrX	45082528	45082648	KDM6A_exon_22	KDM6A	1	120	120	1.0
chrX	45082681	45082801	KDM6A_exon_23	KDM6A	1	120	120	1.0
chrX	45083458	45083607	KDM6A_exon_24	KDM6A	2	149	240	0.62
chrX	45085860	45085980	KDM6A_exon_25	KDM6A	1	120	120	1.0
chrX	45089741	45089929	KDM6A_exon_26	KDM6A	2	188	240	0.78
chrX	45090721	45090863	KDM6A_exon_27	KDM6A	2	142	240	0.59
chrX	45107411	45107531	KDM6A_exon_28	KDM6A	1	120	120	1.0
chrX	45110077	45110248	KDM6A_exon_29	KDM6A	2	171	240	0.71
chrX	45111380	45112778	KDM6A_exon_30	KDM6A	12	1398	1440	0.97
chrX	47193827	47194023	UBA1_exon_1	UBA1	2	196	240	0.82
chrX	47198799	47198919	UBA1_exon_2	UBA1	1	120	120	1.0
chrX	47198990	47199110	UBA1_exon_3	UBA1	1	120	120	1.0
chrX	47199207	47199376	UBA1_exon_4	UBA1	2	169	240	0.7
chrX	47199478	47199613	UBA1_exon_5	UBA1	2	135	240	0.56
chrX	47200885	47201005	UBA1_exon_6	UBA1	1	120	120	1.0
chrX	47201260	47201380	UBA1_exon_7	UBA1	1	120	120	1.0
chrX	47201476	47201609	UBA1_exon_8	UBA1	2	133	240	0.55
chrX	47202144	47202264	UBA1_exon_9	UBA1	1	120	120	1.0
chrX	47202356	47202503	UBA1_exon_10	UBA1	2	147	240	0.61
chrX	47202636	47202813	UBA1_exon_11	UBA1	2	177	240	0.74
chrX	47202933	47203053	UBA1_exon_12	UBA1	1	120	120	1.0
chrX	47203115	47203235	UBA1_exon_13	UBA1	1	120	120	1.0
chrX	47203539	47203695	UBA1_exon_14	UBA1	2	156	240	0.65
chrX	47205946	47206112	UBA1_exon_15	UBA1	2	166	240	0.69
chrX	47206246	47206443	UBA1_exon_16	UBA1	2	197	240	0.82
chrX	47209582	47209702	UBA1_exon_17	UBA1	1	120	120	1.0
chrX	47209926	47210122	UBA1_exon_18	UBA1	2	196	240	0.82
chrX	47210813	47210933	UBA1_exon_19	UBA1	1	120	120	1.0
chrX	47211034	47211224	UBA1_exon_20	UBA1	2	190	240	0.79
chrX	47212398	47212518	UBA1_exon_21	UBA1	1	120	120	1.0
chrX	47212755	47212875	UBA1_exon_22	UBA1	1	120	120	1.0
chrX	47212988	47213180	UBA1_exon_23	UBA1	2	192	240	0.8
chrX	47214322	47214442	UBA1_exon_24	UBA1	1	120	120	1.0
chrX	47214529	47214649	UBA1_exon_25	UBA1	1	120	120	1.0
chrX	47214792	47215127	UBA1_exon_26	UBA1	3	335	360	0.93
chrX	48786589	48786709	GATA1_exon_1	GATA1	1	120	120	1.0
chrX	48791089	48791328	GATA1_exon_2	GATA1	2	239	240	1.0
chrX	48791842	48792220	GATA1_exon_3	GATA1	4	378	480	0.79
chrX	48792321	48792467	GATA1_exon_4	GATA1	2	146	240	0.61
chrX	48793173	48793293	GATA1_exon_5	GATA1	1	120	120	1.0
chrX	48793791	48794310	GATA1_exon_6	GATA1	5	519	600	0.86
chrX	53374147	53380185	SMC1A_exon_25	SMC1A	50	6038	6000	1.01
chrX	53380613	53380733	SMC1A_exon_24	SMC1A	1	120	120	1.0
chrX	53381000	53381120	SMC1A_exon_23	SMC1A	1	120	120	1.0
chrX	53382230	53382382	SMC1A_exon_22	SMC1A	2	152	240	0.63
chrX	53382504	53382659	SMC1A_exon_21	SMC1A	2	155	240	0.65
chrX	53383095	53383252	SMC1A_exon_20	SMC1A	2	157	240	0.65
chrX	53394771	53394891	SMC1A_exon_19	SMC1A	1	120	120	1.0
chrX	53396225	53396379	SMC1A_exon_18	SMC1A	2	154	240	0.64
chrX	53396470	53396616	SMC1A_exon_17	SMC1A	2	146	240	0.61
chrX	53399587	53399729	SMC1A_exon_16	SMC1A	2	142	240	0.59
chrX	53403557	53403677	SMC1A_exon_15	SMC1A	1	120	120	1.0
chrX	53403773	53403893	SMC1A_exon_14	SMC1A	1	120	120	1.0
chrX	53405010	53405148	SMC1A_exon_13	SMC1A	2	138	240	0.57
chrX	53405243	53405390	SMC1A_exon_12	SMC1A	2	147	240	0.61
chrX	53405491	53405671	SMC1A_exon_11	SMC1A	2	180	240	0.75
chrX	53405769	53405955	SMC1A_exon_10	SMC1A	2	186	240	0.78
chrX	53409060	53409268	SMC1A_exon_9	SMC1A	2	208	240	0.87
chrX	53409388	53409508	SMC1A_exon_8	SMC1A	1	120	120	1.0
chrX	53411759	53411900	SMC1A_exon_7	SMC1A	2	141	240	0.59
chrX	53411993	53412252	SMC1A_exon_6	SMC1A	3	259	360	0.72
chrX	53412898	53413137	SMC1A_exon_5	SMC1A	2	239	240	1.0
chrX	53413230	53413434	SMC1A_exon_4	SMC1A	2	204	240	0.85
chrX	53414752	53414872	SMC1A_exon_3	SMC1A	1	120	120	1.0
chrX	53414979	53415168	SMC1A_exon_2	SMC1A	2	189	240	0.79
chrX	53422490	53422653	SMC1A_exon_1	SMC1A	2	163	240	0.68
chrX	55009053	55009342	ALAS2_exon_11	ALAS2	3	289	360	0.8
chrX	55013484	55013647	ALAS2_exon_10	ALAS2	2	163	240	0.68
chrX	55014745	55015014	ALAS2_exon_9	ALAS2	3	269	360	0.75
chrX	55015576	55015741	ALAS2_exon_8	ALAS2	2	165	240	0.69
chrX	55017484	55017664	ALAS2_exon_7	ALAS2	2	180	240	0.75
chrX	55020318	55020503	ALAS2_exon_6	ALAS2	2	185	240	0.77
chrX	55021050	55021273	ALAS2_exon_5	ALAS2	2	223	240	0.93
chrX	55023750	55023870	ALAS2_exon_4	ALAS2	1	120	120	1.0
chrX	55024717	55024837	ALAS2_exon_3	ALAS2	1	120	120	1.0
chrX	55025818	55026014	ALAS2_exon_2	ALAS2	2	196	240	0.82
chrX	55030902	55031022	ALAS2_exon_1	ALAS2	1	120	120	1.0
chrX	101349448	101349955	BTK_exon_19	BTK	5	507	600	0.84
chrX	101353192	101353350	BTK_exon_18	BTK	2	158	240	0.66
chrX	101353867	101353987	BTK_exon_17	BTK	1	120	120	1.0
chrX	101354616	101354736	BTK_exon_16	BTK	1	120	120	1.0
chrX	101356050	101356267	BTK_exon_15	BTK	2	217	240	0.9
chrX	101356782	101356954	BTK_exon_14	BTK	2	172	240	0.72
chrX	101357466	101357586	BTK_exon_13	BTK	1	120	120	1.0
chrX	101358312	101358432	BTK_exon_12	BTK	1	120	120	1.0
chrX	101358587	101358707	BTK_exon_11	BTK	1	120	120	1.0
chrX	101359253	101359373	BTK_exon_10	BTK	1	120	120	1.0
chrX	101360085	101360205	BTK_exon_9	BTK	1	120	120	1.0
chrX	101360566	101360754	BTK_exon_8	BTK	2	188	240	0.78
chrX	101362152	101362272	BTK_exon_7	BTK	1	120	120	1.0
chrX	101362563	101362683	BTK_exon_6	BTK	1	120	120	1.0
chrX	101369994	101370114	BTK_exon_5	BTK	1	120	120	1.0
chrX	101371589	101371709	BTK_exon_4	BTK	1	120	120	1.0
chrX	101374522	101374642	BTK_exon_3	BTK	1	120	120	1.0
chrX	101375142	101375313	BTK_exon_2	BTK	2	171	240	0.71
chrX	101386065	101386185	BTK_exon_1	BTK	1	120	120	1.0
chrX	123961720	123961855	STAG2_exon_1	STAG2	2	135	240	0.56
chrX	124021365	124021485	STAG2_exon_2	STAG2	1	120	120	1.0
chrX	124022529	124022670	STAG2_exon_3	STAG2	2	141	240	0.59
chrX	124025807	124025927	STAG2_exon_4	STAG2	1	120	120	1.0
chrX	124030959	124031124	STAG2_exon_5	STAG2	2	165	240	0.69
chrX	124037513	124037633	STAG2_exon_6	STAG2	1	120	120	1.0
chrX	124042545	124042665	STAG2_exon_7	STAG2	1	120	120	1.0
chrX	124045162	124045367	STAG2_exon_8	STAG2	2	205	240	0.85
chrX	124047352	124047504	STAG2_exon_9	STAG2	2	152	240	0.63
chrX	124048972	124049092	STAG2_exon_10	STAG2	1	120	120	1.0
chrX	124050186	124050306	STAG2_exon_11	STAG2	1	120	120	1.0
chrX	124051115	124051235	STAG2_exon_12	STAG2	1	120	120	1.0
chrX	124051303	124051423	STAG2_exon_13	STAG2	1	120	120	1.0
chrX	124056120	124056240	STAG2_exon_14	STAG2	1	120	120	1.0
chrX	124057860	124057980	STAG2_exon_15	STAG2	1	120	120	1.0
chrX	124061221	124061341	STAG2_exon_16	STAG2	1	120	120	1.0
chrX	124061769	124061889	STAG2_exon_17	STAG2	1	120	120	1.0
chrX	124062887	124063007	STAG2_exon_18	STAG2	1	120	120	1.0
chrX	124063094	124063214	STAG2_exon_19	STAG2	1	120	120	1.0
chrX	124063846	124064050	STAG2_exon_20	STAG2	2	204	240	0.85
chrX	124065867	124065987	STAG2_exon_21	STAG2	1	120	120	1.0
chrX	124066167	124066287	STAG2_exon_22	STAG2	1	120	120	1.0
chrX	124066335	124066455	STAG2_exon_23	STAG2	1	120	120	1.0
chrX	124068557	124068677	STAG2_exon_24	STAG2	1	120	120	1.0
chrX	124071147	124071322	STAG2_exon_25	STAG2	2	175	240	0.73
chrX	124076330	124076470	STAG2_exon_26	STAG2	2	140	240	0.58
chrX	124077955	124078075	STAG2_exon_27	STAG2	1	120	120	1.0
chrX	124081378	124081527	STAG2_exon_28	STAG2	2	149	240	0.62
chrX	124083423	124083543	STAG2_exon_29	STAG2	1	120	120	1.0
chrX	124086545	124086769	STAG2_exon_30	STAG2	2	224	240	0.93
chrX	124090573	124090763	STAG2_exon_31	STAG2	2	190	240	0.79
chrX	124090847	124090967	STAG2_exon_32	STAG2	1	120	120	1.0
chrX	124094019	124094139	STAG2_exon_33	STAG2	1	120	120	1.0
chrX	124095356	124095476	STAG2_exon_34	STAG2	1	120	120	1.0
chrX	124100572	124102655	STAG2_exon_35	STAG2	18	2083	2160	0.96
chrX	129982637	129982757	BCORL1_exon_1	BCORL1	1	120	120	1.0
chrX	130005191	130005311	BCORL1_exon_2	BCORL1	1	120	120	1.0
chrX	130012568	130012688	BCORL1_exon_3	BCORL1	1	120	120	1.0
chrX	130012948	130016212	BCORL1_exon_4	BCORL1	28	3264	3360	0.97
chrX	130020983	130021149	BCORL1_exon_5	BCORL1	2	166	240	0.69
chrX	130022876	130022996	BCORL1_exon_6	BCORL1	1	120	120	1.0
chrX	130024988	130025378	BCORL1_exon_7	BCORL1	4	390	480	0.81
chrX	130028633	130028860	BCORL1_exon_8	BCORL1	2	227	240	0.95
chrX	130034453	130034675	BCORL1_exon_9	BCORL1	2	222	240	0.93
chrX	130037365	130037532	BCORL1_exon_10	BCORL1	2	167	240	0.7
chrX	130039135	130039281	BCORL1_exon_11	BCORL1	2	146	240	0.61
chrX	130050694	130050814	BCORL1_exon_12	BCORL1	1	120	120	1.0
chrX	130051858	130052015	BCORL1_exon_13	BCORL1	2	157	240	0.65
chrX	130055852	130058070	BCORL1_exon_14	BCORL1	19	2218	2280	0.97
chrX	134373310	134373466	PHF6_exon_1	PHF6	2	156	240	0.65
chrX	134377570	134377754	PHF6_exon_2	PHF6	2	184	240	0.77
chrX	134378003	134378123	PHF6_exon_3	PHF6	1	120	120	1.0
chrX	134393499	134393633	PHF6_exon_4	PHF6	2	134	240	0.56
chrX	134393906	134394026	PHF6_exon_5	PHF6	1	120	120	1.0
chrX	134413489	134413656	PHF6_exon_6	PHF6	2	167	240	0.7
chrX	134413821	134413965	PHF6_exon_7	PHF6	2	144	240	0.6
chrX	134415006	134415126	PHF6_exon_8	PHF6	1	120	120	1.0
chrX	134417167	134417301	PHF6_exon_9	PHF6	2	134	240	0.56
chrX	134425204	134425324	PHF6_exon_10	PHF6	1	120	120	1.0
chrX	134425659	134428789	PHF6_exon_11	PHF6	26	3130	3120	1.0
chrX	154762755	154762964	DKC1_5UTR	DKC1	2	209	240	0.87
