Chromosome	Position	RelativeEnrichment
chr17	32984001	0.7700
chr17	33591001	0.6416
chr17	34236001	0.6822
chr17	35170001	0.6831
chr17	36077001	0.5253
chr17	36078001	0.2462
chr17	36887001	0.6506
chr17	37542001	0.7515
chr17	39101001	0.7796
chr17	39773001	0.3741
chr17	40436001	0.7106
chr17	42199001	3.0966
chr17	42200001	4.2889
chr17	42201001	3.9903
chr17	42202001	1.3123
chr17	42207001	1.0856
chr17	42210001	1.4929
chr17	42211001	0.2807
chr17	42212001	0.8345
chr17	42216001	0.5339
chr17	42217001	1.4412
chr17	42218001	1.1660
chr17	42219001	0.6414
chr17	42223001	1.0638
chr17	42224001	0.6088
chr17	42227001	0.7716
chr17	42231001	0.4341
chr17	42232001	0.5933
chr17	42276001	NaN
chr17	42313001	2.6241
chr17	42314001	3.2546
chr17	42315001	3.0156
chr17	42316001	0.5965
chr17	42317001	0.8326
chr17	42322001	1.6022
chr17	42323001	2.0529
chr17	42324001	0.8739
chr17	42325001	0.5009
chr17	42326001	0.6102
chr17	42329001	2.0735
chr17	42331001	0.9827
chr17	42333001	1.2344
chr17	42334001	0.4037
chr17	42337001	1.5873
chr17	42338001	0.8160
chr17	42339001	0.6826
chr17	42345001	0.6334
chr17	42346001	0.9682
chr17	42348001	0.9726
chr17	42388001	NaN
chr17	42550001	0.4052
chr17	43573001	NaN
chr17	44205001	3.7184
chr17	44206001	3.6994
chr17	44207001	2.7474
chr17	44209001	1.5918
chr17	44210001	2.0990
chr17	44211001	2.3424
chr17	44212001	1.1299
chr17	44213001	0.7421
chr17	44215001	1.1441
chr17	44216001	1.3266
chr17	44218001	0.6281
chr17	44219001	NaN
chr17	44584001	0.6678
chr17	45284001	0.6518
chr17	45993001	0.7281
chr17	47995001	0.6833
chr17	48747001	0.6483
chr17	50109001	0.7408
chr17	50743001	0.5282
chr17	51632001	0.7346
chr17	52509001	0.1370
chr17	53134001	0.7700
chr17	53996001	0.8537
chr17	54627001	0.9665
chr17	55509001	0.7004
chr17	56351001	0.5380
chr17	57054001	0.6850
chr17	58410001	0.6604
chr17	58692001	1.0079
chr17	58694001	1.0152
chr17	58695001	1.0997
chr17	58696001	1.1947
chr17	58703001	1.1522
chr17	58709001	0.7140
chr17	58720001	1.2944
chr17	58723001	0.3214
chr17	58724001	0.6142
chr17	58732001	1.0293
chr17	58734001	3.2043
chr17	58735001	1.4239
chr17	59130001	0.2420
chr17	59853001	0.6671
chr17	60600001	1.3128
chr17	60623001	1.4045
chr17	60633001	0.7481
chr17	60647001	0.7184
chr17	60648001	0.6858
chr17	60656001	1.4079
chr17	60662001	NaN
chr17	60663001	4.8369
chr17	60664001	4.1992
chr17	60665001	2.4663
chr17	60666001	1.4784
chr17	61510001	0.7729
chr17	62804001	0.7226
chr17	63484001	0.5172
chr17	63485001	0.2429
chr17	64322001	0.5878
chr17	65717001	0.8077
chr17	66448001	0.9845
chr17	67340001	0.4528
chr17	68290001	0.5384
chr17	70050001	0.6933
chr17	70941001	0.3180
chr17	70942001	0.5235
chr17	71563001	0.7325
chr17	72180001	0.7918
chr17	73135001	0.5325
chr17	73971001	0.4998
chr17	75514001	0.3761
chr17	75515001	NaN
chr17	76698001	NaN
chr17	76734001	4.1134
chr17	76735001	1.1774
chr17	76736001	1.6648
chr17	76737001	0.7574
chr17	77576001	0.7511
chr17	78488001	0.7645
chr17	79725001	0.5262
chr17	80605001	0.6810
chr17	81538001	0.6673
chr17	82386001	1.3600
chr18	293001	0.6380
chr18	294001	0.4830
chr18	1983001	0.3960
chr18	1984001	0.2146
chr18	2653001	0.4743
chr18	3510001	0.5713
chr18	4454001	0.6125
chr18	5196001	0.4533
chr18	5197001	0.2826
chr18	6681001	0.8639
chr18	7389001	0.7336
chr18	8257001	0.6702
chr18	8912001	0.8141
chr18	9869001	0.2491
chr18	9870001	0.5103
chr18	11156001	0.7255
chr18	11938001	0.7755
chr18	13101001	0.7351
chr18	13993001	0.6393
chr18	14598001	0.6406
chr18	21329001	0.2871
chr18	21330001	0.1660
chr18	22246001	0.6110
chr18	23079001	0.4820
chr18	24056001	0.6861
chr18	25016001	0.4058
chr18	25711001	0.6529
chr18	26493001	0.5593
chr18	27191001	0.2301
chr18	27192001	NaN
chr18	27921001	0.3243
chr18	27922001	0.4991
chr18	28586001	0.1623
chr18	29838001	0.7742
chr18	30458001	0.8036
chr18	31161001	0.7171
chr18	31162001	0.3120
chr18	32473001	0.8584
chr18	33748001	0.8518
chr18	34414001	0.6120
chr18	35553001	0.5968
chr18	36373001	0.5002
chr18	37295001	0.7230
chr18	38132001	0.3283
chr18	38133001	0.3888
chr18	38851001	0.4540
chr18	38852001	0.3368
chr18	39614001	0.7180
chr18	40380001	0.5095
chr18	41554001	0.2243
chr18	42323001	0.4925
chr18	42324001	0.1797
chr18	43760001	0.4708
chr18	43761001	0.4277
chr18	44551001	0.3800
chr18	44552001	0.2646
chr18	44680001	0.2305
chr18	44681001	NaN
chr18	44701001	3.0446
chr18	44869001	0.8697
chr18	44949001	0.6977
chr18	44950001	4.6156
chr18	44951001	4.6637
chr18	44952001	4.5889
chr18	44953001	1.7207
chr18	45038001	1.2424
chr18	45063001	3.0153
chr18	45064001	5.0467
chr18	45065001	6.1120
chr18	45066001	4.9614
chr18	45067001	4.9263
chr18	45068001	3.9137
chr18	45558001	0.7345
chr18	46351001	0.7744
chr18	47084001	0.7868
chr18	47853001	0.7595
chr18	48774001	0.4303
chr18	48775001	0.1969
chr18	49569001	0.6282
chr18	50377001	0.5794
chr18	51275001	0.7331
chr18	51932001	0.7384
chr18	52551001	0.7749
chr18	53250001	0.7360
chr18	53940001	0.8952
chr18	54623001	0.7169
chr18	55379001	0.7850
chr18	56144001	0.6602
chr18	57096001	0.7868
chr18	57799001	0.3749
chr18	58580001	0.6942
chr18	59298001	0.5413
chr18	59299001	0.2454
chr18	60014001	0.2574
chr18	60015001	0.3727
chr18	61067001	0.6041
chr18	61068001	0.2845
chr18	61791001	0.6654
chr18	62576001	NaN
chr18	63123001	3.6763
chr18	63124001	5.4335
chr18	63125001	5.1164
chr18	63126001	5.4982
chr18	63127001	4.6130
chr18	63128001	3.6475
chr18	63302001	0.6379
chr18	63318001	3.1025
chr18	63319001	2.5118
chr18	64048001	0.5968
chr18	65311001	0.3588
chr18	65312001	0.9431
chr18	66288001	0.2604
chr18	66289001	0.4581
chr18	67015001	0.5234
chr18	67016001	0.2533
chr18	67772001	0.4544
chr18	68508001	0.5506
chr18	68509001	0.3431
chr18	69233001	0.4856
chr18	69898001	0.7268
chr18	70752001	0.6830
chr18	71480001	0.1864
chr18	71481001	0.7548
chr18	72210001	0.7221
chr18	73308001	0.4588
chr18	74886001	0.4637
chr18	74887001	0.8665
chr18	75649001	0.6755
chr18	76389001	0.6633
chr18	77139001	0.6363
chr18	77879001	0.6059
chr18	78564001	0.6464
chr18	79553001	0.6615
chr19	680001	0.4070
chr19	852001	NaN
chr19	853001	NaN
chr19	855001	0.9384
chr19	856001	0.9493
chr19	1673001	0.5080
chr19	2325001	0.6962
chr19	3338001	0.5929
chr19	4025001	0.6237
chr19	4043001	1.0454
chr19	4044001	2.4651
chr19	4045001	2.6326
chr19	4046001	2.2261
chr19	4047001	1.9903
chr19	4048001	0.7270
chr19	4053001	0.2410
chr19	4054001	NaN
chr19	4055001	0.8526
chr19	4066001	NaN
chr19	4636001	0.4226
chr19	5352001	0.5321
chr19	6654001	0.4271
chr19	7905001	0.6119
chr19	8608001	0.6216
chr19	9289001	0.6654
chr19	10133001	1.5930
chr19	10134001	0.6499
chr19	10135001	0.5686
chr19	10136001	1.0243
chr19	10137001	1.7384
chr19	10138001	1.2774
chr19	10139001	0.9896
chr19	10140001	1.9169
chr19	10141001	1.0339
chr19	10142001	0.9445
chr19	10143001	1.0798
chr19	10146001	1.1400
chr19	10148001	0.5689
chr19	10149001	1.9541
chr19	10151001	1.5578
chr19	10154001	2.7827
chr19	10155001	1.0117
chr19	10156001	0.8189
chr19	10159001	1.3904
chr19	10160001	1.2779
chr19	10162001	0.6463
chr19	10163001	0.7948
chr19	10166001	0.7382
chr19	10168001	0.9008
chr19	10173001	1.3913
chr19	10175001	0.7821
chr19	10177001	0.8374
chr19	10180001	1.8466
chr19	10181001	0.3754
chr19	10182001	0.7394
chr19	10194001	NaN
chr19	10468001	NaN
chr19	11377001	3.5704
chr19	11378001	2.7292
chr19	11380001	0.6868
chr19	11381001	1.7797
chr19	11382001	0.4514
chr19	11383001	0.4562
chr19	11384001	NaN
chr19	11736001	0.6521
chr19	12943001	1.4113
chr19	12944001	1.3027
chr19	13207001	NaN
chr19	13864001	0.5849
chr19	14861001	NaN
chr19	15159001	4.2787
chr19	15160001	3.2858
chr19	15161001	NaN
chr19	15162001	0.7272
chr19	15165001	1.7037
chr19	15166001	0.6605
chr19	15167001	1.0603
chr19	15170001	1.9806
chr19	15174001	0.9577
chr19	15177001	NaN
chr19	15178001	0.9910
chr19	15179001	1.8993
chr19	15180001	1.8549
chr19	15181001	1.7433
chr19	15184001	1.2409
chr19	15185001	2.1006
chr19	15186001	0.6178
chr19	15187001	1.5590
chr19	15188001	1.1808
chr19	15189001	1.6011
chr19	15191001	1.7999
chr19	15192001	1.7645
chr19	15197001	0.4782
chr19	15200001	NaN
chr19	16129001	0.6297
chr19	17158001	0.6460
chr19	18149001	0.4517
chr19	18848001	0.7852
chr19	19508001	0.7614
chr19	21423001	0.4239
chr19	22427001	0.2794
chr19	23250001	0.3978
chr19	23357001	2.1344
chr19	23358001	5.0399
chr19	23359001	NaN
chr19	23360001	2.2713
chr19	23361001	2.4652
chr19	23362001	4.5872
chr19	23373001	NaN
chr19	23395001	0.4567
chr19	23995001	0.7259
chr19	27756001	0.6439
chr19	28423001	0.7320
chr19	29112001	0.6966
chr19	30077001	0.8230
chr19	30793001	0.5744
chr19	31433001	0.8609
chr19	32103001	0.3200
chr19	32104001	0.1768
chr19	32749001	0.7882
chr19	33299001	NaN
chr19	33300001	3.9583
chr19	33301001	1.9720
chr19	33302001	NaN
chr19	33430001	0.7598
chr19	34065001	0.7030
chr19	34740001	0.5797
chr19	35432001	0.7205
chr19	37403001	0.7716
chr19	38422001	0.6019
chr19	39737001	0.6410
chr19	40739001	0.6720
chr19	41758001	0.5954
chr19	42973001	0.3832
chr19	42974001	0.3470
chr19	43694001	0.5840
chr19	45053001	0.6056
chr19	45707001	0.3663
chr19	46417001	0.4792
chr19	47027001	0.7628
chr19	47974001	0.4540
chr19	48749001	0.3205
chr19	48750001	0.3658
chr19	49388001	0.6101
chr19	49635001	1.8552
chr19	49636001	1.3481
chr19	49637001	0.4567
chr19	49639001	0.3225
chr19	49640001	NaN
chr19	50076001	0.5373
chr19	50713001	0.5579
chr19	51346001	1.2548
chr19	52032001	0.6968
chr19	53048001	0.5055
chr19	53049001	0.2316
chr19	53702001	0.6604
chr19	54683001	0.7860
chr19	55372001	0.6830
chr19	55655001	0.2099
chr19	55659001	0.5518
chr19	55660001	1.0297
chr19	55661001	0.5725
chr19	55662001	0.4949
chr19	55663001	0.8692
chr19	55668001	1.0657
chr19	55669001	1.7304
chr19	55673001	0.4765
chr19	55674001	2.0521
chr19	56377001	0.6886
chr19	57018001	0.9090
chr19	57682001	0.3107
chr19	57683001	0.4141
chr19	58367001	0.6060
chr20	310001	0.6281
chr20	914001	0.7408
chr20	2750001	0.6236
chr20	3654001	0.7063
chr20	4587001	0.7111
chr20	5274001	0.6774
chr20	6439001	0.5892
chr20	6440001	0.2601
chr20	8048001	0.7541
chr20	8779001	0.7078
chr20	9995001	0.9241
chr20	10610001	0.6139
chr20	11219001	0.6392
chr20	12349001	0.7446
chr20	13939001	0.8044
chr20	14541001	0.8753
chr20	15767001	1.0097
chr20	16997001	0.4949
chr20	18144001	0.6199
chr20	19044001	0.5877
chr20	19656001	0.7591
chr20	20297001	0.8350
chr20	21504001	0.6906
chr20	22106001	0.2479
chr20	22107001	0.4669
chr20	23019001	0.7736
chr20	23883001	0.6374
chr20	24630001	0.5416
chr20	24631001	0.2443
chr20	25997001	0.1918
chr20	32358001	NaN
chr20	32366001	0.9708
chr20	32367001	0.9147
chr20	32369001	0.5741
chr20	32428001	1.3450
chr20	32429001	1.2385
chr20	32430001	0.4143
chr20	32431001	1.7039
chr20	32432001	0.6764
chr20	32433001	3.1355
chr20	32434001	2.5356
chr20	32435001	4.4831
chr20	32436001	4.5015
chr20	32437001	4.0671
chr20	32438001	4.2876
chr20	32439001	1.7439
chr20	32620001	0.5648
chr20	33393001	0.8360
chr20	34402001	0.5429
chr20	36332001	0.5160
chr20	36991001	0.7293
chr20	37641001	0.6910
chr20	38293001	0.7729
chr20	38894001	0.4956
chr20	40241001	0.4421
chr20	40242001	0.4291
chr20	40888001	0.4775
chr20	41935001	0.7644
chr20	42541001	0.9725
chr20	43662001	0.4819
chr20	44342001	0.7359
chr20	45282001	0.6651
chr20	46179001	0.7688
chr20	47294001	0.7203
chr20	47910001	0.5971
chr20	48998001	0.2012
chr20	50176001	0.8151
chr20	51603001	0.5538
chr20	52230001	0.9064
chr20	53109001	0.7889
chr20	53718001	0.6854
chr20	54350001	0.7652
chr20	55237001	0.8353
chr20	56177001	0.7177
chr20	56803001	0.6169
chr20	57716001	0.7900
chr20	58627001	0.5806
chr20	58891001	NaN
chr20	58895001	0.7560
chr20	58898001	0.4876
chr20	58899001	0.4369
chr20	58903001	1.2853
chr20	58905001	0.8446
chr20	58909001	2.7672
chr20	58910001	2.5967
chr20	58911001	0.7477
chr20	59234001	0.6425
chr20	60136001	0.7858
chr20	61341001	0.7217
chr20	61948001	0.7336
chr20	62806001	0.5029
chr20	64064001	0.6851
chr21	9163001	0.1578
chr21	9164001	NaN
chr21	14317001	0.8803
chr21	15380001	0.8592
chr21	17060001	0.6491
chr21	17061001	0.2469
chr21	18033001	0.7798
chr21	18719001	0.3432
chr21	19362001	0.7809
chr21	19966001	1.1023
chr21	20810001	1.1468
chr21	22065001	1.1298
chr21	23102001	0.7338
chr21	24146001	0.7005
chr21	25199001	0.3517
chr21	26070001	0.8022
chr21	26672001	0.5479
chr21	27514001	0.2667
chr21	27515001	0.4982
chr21	28136001	0.5117
chr21	28764001	0.6025
chr21	30482001	0.7487
chr21	30483001	0.4168
chr21	31230001	0.5319
chr21	31959001	0.7872
chr21	32951001	0.4768
chr21	32952001	0.2297
chr21	33834001	0.7513
chr21	34620001	0.7535
chr21	34787001	0.9881
chr21	34788001	4.8432
chr21	34789001	5.3155
chr21	34790001	5.1697
chr21	34791001	3.3680
chr21	34792001	NaN
chr21	34799001	1.0803
chr21	34834001	0.9346
chr21	34859001	0.7580
chr21	34880001	1.0360
chr21	34886001	NaN
chr21	34887001	0.3160
chr21	34892001	0.7823
chr21	34893001	0.5469
chr21	35048001	0.6854
chr21	35049001	0.8970
chr21	35273001	0.3523
chr21	35274001	0.1511
chr21	35940001	0.7856
chr21	36716001	0.4834
chr21	37338001	0.5608
chr21	37966001	0.7442
chr21	38380001	4.4135
chr21	38381001	5.2471
chr21	38382001	4.9088
chr21	38383001	3.6185
chr21	38390001	NaN
chr21	38391001	1.4253
chr21	38392001	0.7499
chr21	38400001	0.8148
chr21	38402001	0.7465
chr21	38403001	1.2245
chr21	38423001	0.9527
chr21	38445001	1.1913
chr21	38498001	0.4109
chr21	38599001	0.7038
chr21	39445001	0.6438
chr21	40061001	0.3348
chr21	40062001	0.3885
chr21	40689001	0.6941
chr21	41317001	0.4788
chr21	41898001	0.7213
chr21	42942001	0.5940
chr21	43092001	0.2265
chr21	43093001	0.7396
chr21	43094001	1.3002
chr21	43095001	1.3998
chr21	43100001	0.7607
chr21	43104001	0.9785
chr21	43107001	NaN
chr21	44204001	0.4343
chr21	44844001	0.7172
chr21	46295001	0.6437
chr22	15923001	0.6721
chr22	16397001	0.4318
chr22	17190001	0.7136
chr22	17946001	0.5808
chr22	19479001	0.2436
chr22	20252001	0.5363
chr22	20962001	0.6395
chr22	21739001	0.6896
chr22	23112001	0.7640
chr22	23746001	0.5134
chr22	24786001	0.6305
chr22	25548001	0.7728
chr22	26341001	0.2688
chr22	26342001	0.5079
chr22	27111001	0.6763
chr22	27748001	3.6923
chr22	27749001	4.2740
chr22	27750001	4.2807
chr22	27751001	NaN
chr22	27796001	0.9722
chr22	27797001	NaN
chr22	27798001	NaN
chr22	27799001	2.5764
chr22	27800001	1.8271
chr22	27801001	NaN
chr22	27905001	0.6898
chr22	29331001	0.5464
chr22	29994001	0.4540
chr22	30331001	NaN
chr22	30332001	3.4350
chr22	30333001	4.3751
chr22	30334001	3.1368
chr22	30335001	1.3656
chr22	30337001	1.2923
chr22	30338001	1.1650
chr22	30339001	0.9625
chr22	30340001	1.6442
chr22	30341001	1.1958
chr22	30342001	1.7873
chr22	30344001	0.5110
chr22	30345001	1.0322
chr22	30346001	1.2339
chr22	30352001	0.3839
chr22	30353001	0.4663
chr22	30356001	NaN
chr22	30974001	0.7503
chr22	32177001	0.6551
chr22	33061001	0.6153
chr22	34179001	0.2628
chr22	34180001	0.4835
chr22	34881001	0.8071
chr22	35640001	0.3165
chr22	35641001	0.4257
chr22	36575001	0.5661
chr22	37245001	0.6874
chr22	38266001	0.7386
chr22	39099001	0.7220
chr22	40196001	0.4418
chr22	41003001	0.6389
chr22	42698001	0.7160
chr22	43476001	0.4978
chr22	44518001	0.7057
chr22	45839001	0.7118
chr22	46463001	0.5487
chr22	47112001	0.8046
chr22	47883001	0.7590
chr22	48920001	0.6687
chr22	49533001	0.7001
chr22	50183001	0.6513
chrX	2842001	0.5616
chrX	4684001	0.7705
chrX	7465001	0.8059
chrX	9277001	0.7582
chrX	10097001	0.9573
chrX	11899001	1.0322
chrX	12820001	0.7528
chrX	13757001	0.7174
chrX	15150001	0.9178
chrX	15319001	3.5365
chrX	15320001	5.9589
chrX	15321001	3.8546
chrX	15324001	1.7822
chrX	15325001	1.3297
chrX	15326001	NaN
chrX	15331001	3.8704
chrX	15335001	NaN
chrX	15790001	1.1540
chrX	15791001	0.3498
chrX	15799001	0.7558
chrX	15803001	0.8178
chrX	15804001	0.8451
chrX	15808001	0.9950
chrX	15809001	0.9476
chrX	15815001	1.0964
chrX	15818001	0.9027
chrX	15820001	0.9361
chrX	15822001	1.2765
chrX	15823001	1.2338
chrX	16467001	0.8024
chrX	17593001	0.7393
chrX	18304001	0.2377
chrX	21816001	0.6253
chrX	23686001	0.2543
chrX	23687001	0.5173
chrX	24863001	0.7254
chrX	25715001	0.6743
chrX	26675001	0.3981
chrX	27432001	1.0036
chrX	28482001	NaN
chrX	28483001	0.7724
chrX	30293001	1.2714
chrX	31217001	0.7335
chrX	32154001	0.7302
chrX	33030001	0.9907
chrX	33967001	0.8418
chrX	34883001	0.8226
chrX	38652001	0.8437
chrX	39390001	0.6617
chrX	40051001	3.5834
chrX	40052001	2.0163
chrX	40053001	0.6125
chrX	40054001	1.2379
chrX	40055001	0.9869
chrX	40057001	1.1087
chrX	40062001	2.8292
chrX	40063001	2.1363
chrX	40064001	1.3406
chrX	40070001	0.4632
chrX	40071001	1.7157
chrX	40072001	3.1533
chrX	40073001	4.5119
chrX	40074001	4.5787
chrX	40075001	1.0019
chrX	40076001	0.8058
chrX	40077001	0.7668
chrX	40097001	NaN
chrX	40777001	0.3305
chrX	40778001	0.4369
chrX	41334001	0.7340
chrX	41337001	0.8233
chrX	41339001	0.5220
chrX	41341001	0.9703
chrX	41342001	2.0032
chrX	41343001	2.1387
chrX	41344001	1.7830
chrX	41345001	1.8724
chrX	41346001	2.8298
chrX	41347001	2.8618
chrX	41348001	7.1052
chrX	41349001	5.8275
chrX	41350001	2.8102
chrX	41419001	0.8898
chrX	42150001	0.8229
chrX	44194001	0.6507
chrX	44873001	NaN
chrX	44874001	NaN
chrX	44961001	1.7971
chrX	44974001	1.2518
chrX	45010001	0.5235
chrX	45011001	0.8859
chrX	45020001	1.3069
chrX	45034001	0.7457
chrX	45035001	0.5843
chrX	45037001	1.7077
chrX	45051001	1.4210
chrX	45053001	0.7908
chrX	45058001	0.6157
chrX	45059001	2.1009
chrX	45060001	1.8865
chrX	45061001	0.9545
chrX	45062001	1.4140
chrX	45063001	2.1758
chrX	45069001	2.1119
chrX	45070001	2.1354
chrX	45076001	0.8611
chrX	45078001	1.2747
chrX	45079001	1.4310
chrX	45082001	1.9248
chrX	45083001	1.1567
chrX	45085001	0.8069
chrX	45089001	1.3808
chrX	45090001	1.2250
chrX	45107001	0.9024
chrX	45110001	1.3874
chrX	45111001	3.9491
chrX	45112001	6.9571
chrX	47193001	NaN
chrX	47194001	0.3153
chrX	47198001	0.9885
chrX	47199001	2.3012
chrX	47200001	0.5098
chrX	47201001	1.8242
chrX	47202001	2.8928
chrX	47203001	1.8814
chrX	47205001	0.4430
chrX	47206001	1.9407
chrX	47209001	1.2123
chrX	47210001	1.6022
chrX	47211001	0.9747
chrX	47212001	1.7560
chrX	47213001	0.9922
chrX	47214001	2.5866
chrX	47215001	0.7567
chrX	47840001	0.5146
chrX	48786001	0.5599
chrX	48791001	1.8968
chrX	48792001	1.9845
chrX	48793001	1.5803
chrX	48794001	1.5494
chrX	49627001	NaN
chrX	53374001	4.6033
chrX	53375001	4.8176
chrX	53376001	5.4732
chrX	53377001	4.4279
chrX	53378001	5.3965
chrX	53379001	4.4606
chrX	53380001	2.1440
chrX	53381001	0.5427
chrX	53382001	2.1720
chrX	53383001	0.9277
chrX	53394001	0.4743
chrX	53396001	1.7403
chrX	53399001	0.9384
chrX	53403001	1.5171
chrX	53405001	3.3784
chrX	53409001	1.8236
chrX	53411001	0.9744
chrX	53412001	2.1919
chrX	53413001	2.0318
chrX	53414001	1.1600
chrX	53415001	0.8701
chrX	53422001	0.8847
chrX	53863001	0.8241
chrX	55009001	1.4022
chrX	55013001	1.0273
chrX	55014001	1.3901
chrX	55015001	1.2858
chrX	55017001	1.3197
chrX	55020001	1.4249
chrX	55021001	1.3504
chrX	55023001	0.7541
chrX	55024001	0.9474
chrX	55025001	0.9929
chrX	55026001	0.3849
chrX	55030001	0.5388
chrX	55031001	0.2167
chrX	55113001	0.7477
chrX	56621001	0.4696
chrX	56622001	0.1622
chrX	57448001	1.0539
chrX	70082001	0.6232
chrX	72085001	0.7181
chrX	75678001	0.8755
chrX	77925001	0.6454
chrX	79182001	0.8988
chrX	80333001	0.9212
chrX	82534001	0.7366
chrX	83463001	0.4613
chrX	83464001	0.4635
chrX	84270001	1.0165
chrX	85120001	0.4833
chrX	85121001	0.7309
chrX	87044001	0.7441
chrX	89856001	0.9818
chrX	93554001	0.7612
chrX	95784001	1.0423
chrX	97215001	0.6553
chrX	100404001	0.6949
chrX	101349001	2.4643
chrX	101353001	1.6744
chrX	101354001	1.0706
chrX	101356001	2.1052
chrX	101357001	1.0670
chrX	101358001	1.6509
chrX	101359001	0.8326
chrX	101360001	1.8585
chrX	101362001	1.6180
chrX	101369001	0.3063
chrX	101370001	0.6502
chrX	101371001	0.9015
chrX	101374001	1.0386
chrX	101375001	1.1933
chrX	101386001	0.7047
chrX	101445001	0.9004
chrX	103172001	0.8065
chrX	104524001	1.0150
chrX	112437001	0.9498
chrX	115554001	0.8811
chrX	116622001	0.7260
chrX	118499001	0.7835
chrX	120331001	0.7589
chrX	121339001	0.4491
chrX	122090001	0.8144
chrX	123202001	0.8301
chrX	123900001	1.6798
chrX	123961001	0.5183
chrX	124021001	0.8173
chrX	124022001	1.2950
chrX	124025001	1.4144
chrX	124030001	0.4448
chrX	124031001	0.9351
chrX	124037001	1.2418
chrX	124042001	1.3267
chrX	124045001	1.9363
chrX	124047001	1.7549
chrX	124048001	0.4068
chrX	124049001	0.6265
chrX	124050001	0.8993
chrX	124051001	2.7605
chrX	124056001	0.9385
chrX	124057001	1.1095
chrX	124061001	1.8060
chrX	124062001	0.7885
chrX	124063001	3.3367
chrX	124064001	0.5160
chrX	124065001	1.3853
chrX	124066001	2.7666
chrX	124068001	1.6866
chrX	124071001	1.4293
chrX	124076001	1.1914
chrX	124077001	1.3033
chrX	124078001	0.5971
chrX	124081001	1.7825
chrX	124083001	1.2414
chrX	124086001	1.7554
chrX	124090001	2.2096
chrX	124094001	0.8172
chrX	124095001	1.0026
chrX	124100001	2.9274
chrX	124101001	5.6607
chrX	124102001	5.0740
chrX	125146001	0.9110
chrX	126405001	0.7214
chrX	129361001	0.9265
chrX	129982001	0.5335
chrX	130005001	0.8479
chrX	130012001	1.2551
chrX	130013001	3.8141
chrX	130014001	3.9011
chrX	130015001	4.3147
chrX	130016001	1.2606
chrX	130020001	0.3241
chrX	130021001	0.8310
chrX	130022001	0.6033
chrX	130024001	0.3443
chrX	130025001	1.7049
chrX	130028001	1.1541
chrX	130034001	1.4022
chrX	130037001	0.9873
chrX	130039001	0.8930
chrX	130050001	0.8201
chrX	130051001	0.7817
chrX	130052001	0.2620
chrX	130055001	0.8363
chrX	130056001	3.4986
chrX	130057001	2.9183
chrX	130058001	0.4404
chrX	131281001	0.6383
chrX	132020001	0.6908
chrX	132874001	0.6083
chrX	134108001	0.8202
chrX	134373001	0.9272
chrX	134377001	1.7635
chrX	134378001	0.9121
chrX	134393001	2.0919
chrX	134394001	0.9050
chrX	134413001	2.3717
chrX	134415001	1.0017
chrX	134417001	1.0523
chrX	134425001	3.9826
chrX	134426001	6.7227
chrX	134427001	7.3779
chrX	134428001	4.4281
chrX	134954001	0.7842
chrX	137206001	0.7696
chrX	137811001	0.8893
chrX	139605001	0.7118
chrX	140709001	0.8995
chrX	141456001	0.8874
chrX	142378001	0.9069
chrX	143348001	0.9250
chrX	146082001	0.7893
chrX	146971001	0.2264
chrX	147957001	0.7994
chrX	149486001	0.6959
chrX	150558001	0.6782
chrX	151706001	0.8131
chrX	152449001	0.8019
chrX	153337001	0.8930
chrY	2787001	1.4298
chrY	6802001	0.6590
chrY	19568001	0.9816
